pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
122.5105,-95.5723,0.0,top,J1,,,Power_Board_Castellated_Conn_1.27mm,~,smt
122.5105,-124.6965,0.0,top,J1,,,Power_Board_Castellated_Conn_1.27mm,~,smt
122.5105,-66.4481,0.0,top,J1,,,Power_Board_Castellated_Conn_1.27mm,~,smt
122.5105,-81.0102,0.0,top,J1,,,Power_Board_Castellated_Conn_1.27mm,~,smt
122.5105,-51.886,0.0,top,J1,,,Power_Board_Castellated_Conn_1.27mm,~,smt
138.363581,-130.790703,0.0,bottom,J10, 212134-0003 ,,2121340003,212134-0003,smt
138.363581,-104.020322,0.0,bottom,J10, 212134-0003 ,,2121340003,212134-0003,smt
138.363581,-77.267322,0.0,bottom,J10, 212134-0003 ,,2121340003,212134-0003,smt
138.363581,-50.514322,0.0,bottom,J10, 212134-0003 ,,2121340003,212134-0003,smt
148.136581,-130.790703,180.0,top,J11, 212134-0003 ,,2121340003,212134-0003,smt
148.136581,-104.020322,180.0,top,J11, 212134-0003 ,,2121340003,212134-0003,smt
148.136581,-77.267322,180.0,top,J11, 212134-0003 ,,2121340003,212134-0003,smt
148.136581,-50.514322,180.0,top,J11, 212134-0003 ,,2121340003,212134-0003,smt
148.136581,-130.790703,0.0,bottom,J12, 212134-0003 ,,2121340003,212134-0003,smt
148.136581,-104.020322,0.0,bottom,J12, 212134-0003 ,,2121340003,212134-0003,smt
148.136581,-77.267322,0.0,bottom,J12, 212134-0003 ,,2121340003,212134-0003,smt
148.136581,-50.514322,0.0,bottom,J12, 212134-0003 ,,2121340003,212134-0003,smt
143.250081,-134.818703,0.0,top,J13,,,ADC_Board_Castellated_Conn_1.27mm,~,smt
143.250081,-108.048322,0.0,top,J13,,,ADC_Board_Castellated_Conn_1.27mm,~,smt
143.250081,-81.295322,0.0,top,J13,,,ADC_Board_Castellated_Conn_1.27mm,~,smt
143.250081,-54.542322,0.0,top,J13,,,ADC_Board_Castellated_Conn_1.27mm,~,smt
138.363581,-130.790703,180.0,top,J2, 212134-0003 ,,2121340003,212134-0003,smt
138.363581,-104.020322,180.0,top,J2, 212134-0003 ,,2121340003,212134-0003,smt
138.363581,-77.267322,180.0,top,J2, 212134-0003 ,,2121340003,212134-0003,smt
138.363581,-50.514322,180.0,top,J2, 212134-0003 ,,2121340003,212134-0003,smt
101.32,-109.536,0.0,top,J8,,,CHEEP_Board_Castellated_Conn_1.27mm,~,smt
101.32,-58.794,0.0,top,J8,,,CHEEP_Board_Castellated_Conn_1.27mm,~,smt
101.32,-134.907,0.0,top,J8,,,CHEEP_Board_Castellated_Conn_1.27mm,~,smt
101.32,-84.165,0.0,top,J8,,,CHEEP_Board_Castellated_Conn_1.27mm,~,smt
164.654162,-125.310833,180.0,top,J9,,,Memory_Board_Castellated_Conn_1.27mm,~,smt
164.654162,-95.580833,180.0,top,J9,,,Memory_Board_Castellated_Conn_1.27mm,~,smt
164.654162,-80.715833,180.0,top,J9,,,Memory_Board_Castellated_Conn_1.27mm,~,smt
164.654162,-140.174833,180.0,top,J9,,,Memory_Board_Castellated_Conn_1.27mm,~,smt
164.654162,-65.850833,180.0,top,J9,,,Memory_Board_Castellated_Conn_1.27mm,~,smt
164.654162,-110.445833,180.0,top,J9,,,Memory_Board_Castellated_Conn_1.27mm,~,smt
164.654162,-50.985833,180.0,top,J9,,,Memory_Board_Castellated_Conn_1.27mm,~,smt
122.973,-55.3485,180.0,top,L2,DFE201612E-1R5M=P2,,L0806,1u50,smt
122.973,-69.9106,180.0,top,L2,DFE201612E-1R5M=P2,,L0806,1u50,smt
122.973,-142.7211,180.0,top,L2,DFE201612E-1R5M=P2,,L0806,1u50,smt
122.973,-128.159,180.0,top,L2,DFE201612E-1R5M=P2,,L0806,1u50,smt
122.973,-99.0348,180.0,top,L2,DFE201612E-1R5M=P2,,L0806,1u50,smt
122.973,-84.4727,180.0,top,L2,DFE201612E-1R5M=P2,,L0806,1u50,smt
122.973,-113.5969,180.0,top,L2,DFE201612E-1R5M=P2,,L0806,1u50,smt
102.201,-87.982,180.0,top,OSC2,SIT1532AC-J5-DCC-32.768D,,SIT1532AC,SIT1532AC-J5-DCC-32.768D,smt
102.201,-62.611,180.0,top,OSC2,SIT1532AC-J5-DCC-32.768D,,SIT1532AC,SIT1532AC-J5-DCC-32.768D,smt
102.201,-113.353,180.0,top,OSC2,SIT1532AC-J5-DCC-32.768D,,SIT1532AC,SIT1532AC-J5-DCC-32.768D,smt
102.201,-138.724,180.0,top,OSC2,SIT1532AC-J5-DCC-32.768D,,SIT1532AC,SIT1532AC-J5-DCC-32.768D,smt
117.318,-121.109,90.0,top,R1,CRCW040210K0FKEDHP,,R0402,10K0,smt
117.318,-91.9848,90.0,top,R1,CRCW040210K0FKEDHP,,R0402,10K0,smt
117.318,-135.6711,90.0,top,R1,CRCW040210K0FKEDHP,,R0402,10K0,smt
117.318,-106.5469,90.0,top,R1,CRCW040210K0FKEDHP,,R0402,10K0,smt
117.318,-48.2985,90.0,top,R1,CRCW040210K0FKEDHP,,R0402,10K0,smt
117.318,-77.4227,90.0,top,R1,CRCW040210K0FKEDHP,,R0402,10K0,smt
117.318,-62.8606,90.0,top,R1,CRCW040210K0FKEDHP,,R0402,10K0,smt
143.940581,-134.756103,180.0,bottom,R10,RT0402BRD0739RL ,,R0402,39R0,smt
143.940581,-107.985722,180.0,bottom,R10,RT0402BRD0739RL ,,R0402,39R0,smt
143.940581,-81.232722,180.0,bottom,R10,RT0402BRD0739RL ,,R0402,39R0,smt
143.940581,-54.479722,180.0,bottom,R10,RT0402BRD0739RL ,,R0402,39R0,smt
138.850581,-139.552981,0.0,top,R11,ERA-2ARC102X,,R0402,1K00,smt
138.850581,-112.7826,0.0,top,R11,ERA-2ARC102X,,R0402,1K00,smt
138.850581,-86.0296,0.0,top,R11,ERA-2ARC102X,,R0402,1K00,smt
138.850581,-59.2766,0.0,top,R11,ERA-2ARC102X,,R0402,1K00,smt
141.020581,-144.746381,180.0,top,R12,ERA-2ARC102X,,R0402,1K00,smt
141.020581,-117.976,180.0,top,R12,ERA-2ARC102X,,R0402,1K00,smt
141.020581,-91.223,180.0,top,R12,ERA-2ARC102X,,R0402,1K00,smt
141.020581,-64.47,180.0,top,R12,ERA-2ARC102X,,R0402,1K00,smt
138.850581,-134.267703,0.0,top,R13, ERA-2ARC203X ,,R0402,20K0,smt
138.850581,-107.497322,0.0,top,R13, ERA-2ARC203X ,,R0402,20K0,smt
138.850581,-80.744322,0.0,top,R13, ERA-2ARC203X ,,R0402,20K0,smt
138.850581,-53.991322,0.0,top,R13, ERA-2ARC203X ,,R0402,20K0,smt
145.687503,-140.621381,0.0,top,R14,CRCW0402169KFKTD ,,R0402,169K,smt
145.687503,-113.851,0.0,top,R14,CRCW0402169KFKTD ,,R0402,169K,smt
145.687503,-87.098,0.0,top,R14,CRCW0402169KFKTD ,,R0402,169K,smt
145.687503,-60.345,0.0,top,R14,CRCW0402169KFKTD ,,R0402,169K,smt
148.104503,-137.127381,-90.0,top,R15,CRCW04021M33FKED ,,R0402,1M33,smt
148.104503,-110.357,-90.0,top,R15,CRCW04021M33FKED ,,R0402,1M33,smt
148.104503,-83.604,-90.0,top,R15,CRCW04021M33FKED ,,R0402,1M33,smt
148.104503,-56.851,-90.0,top,R15,CRCW04021M33FKED ,,R0402,1M33,smt
147.624503,-143.707781,0.0,top,R16, ERJ-2BQJR30X ,,R0402,0R30,smt
147.624503,-116.9374,0.0,top,R16, ERJ-2BQJR30X ,,R0402,0R30,smt
147.624503,-90.1844,0.0,top,R16, ERJ-2BQJR30X ,,R0402,0R30,smt
147.624503,-63.4314,0.0,top,R16, ERJ-2BQJR30X ,,R0402,0R30,smt
147.624503,-144.746381,0.0,top,R17, CRCW04021R00FKEDHP ,,R0402,1R00,smt
147.624503,-117.976,0.0,top,R17, CRCW04021R00FKEDHP ,,R0402,1R00,smt
147.624503,-91.223,0.0,top,R17, CRCW04021R00FKEDHP ,,R0402,1R00,smt
147.624503,-64.47,0.0,top,R17, CRCW04021R00FKEDHP ,,R0402,1R00,smt
147.624503,-141.641981,0.0,top,R18, ERJ-2BQJR30X ,,R0402,0R30,smt
147.624503,-114.8716,0.0,top,R18, ERJ-2BQJR30X ,,R0402,0R30,smt
147.624503,-88.1186,0.0,top,R18, ERJ-2BQJR30X ,,R0402,0R30,smt
147.624503,-61.3656,0.0,top,R18, ERJ-2BQJR30X ,,R0402,0R30,smt
147.624503,-142.685981,0.0,top,R19, CRCW04021R00FKEDHP ,,R0402,1R00,smt
147.624503,-115.9156,0.0,top,R19, CRCW04021R00FKEDHP ,,R0402,1R00,smt
147.624503,-89.1626,0.0,top,R19, CRCW04021R00FKEDHP ,,R0402,1R00,smt
147.624503,-62.4096,0.0,top,R19, CRCW04021R00FKEDHP ,,R0402,1R00,smt
118.148,-135.6711,90.0,top,R2,RK73Z1ETTP,,R0402,0R00,smt
118.148,-48.2985,90.0,top,R2,RK73Z1ETTP,,R0402,0R00,smt
118.148,-106.5469,90.0,top,R2,RK73Z1ETTP,,R0402,0R00,smt
118.148,-121.109,90.0,top,R2,RK73Z1ETTP,,R0402,0R00,smt
118.148,-91.9848,90.0,top,R2,RK73Z1ETTP,,R0402,0R00,smt
118.148,-77.4227,90.0,top,R2,RK73Z1ETTP,,R0402,0R00,smt
118.148,-62.8606,90.0,top,R2,RK73Z1ETTP,,R0402,0R00,smt
143.940581,-135.716103,180.0,bottom,R3,RT0402BRD0739RL ,,R0402,39R0,smt
143.940581,-108.945722,180.0,bottom,R3,RT0402BRD0739RL ,,R0402,39R0,smt
143.940581,-82.192722,180.0,bottom,R3,RT0402BRD0739RL ,,R0402,39R0,smt
143.940581,-55.439722,180.0,bottom,R3,RT0402BRD0739RL ,,R0402,39R0,smt
96.598,-92.025,180.0,top,R39,CRCW040210K0FKEDHP,,R0402,10K0,smt
96.598,-117.396,180.0,top,R39,CRCW040210K0FKEDHP,,R0402,10K0,smt
96.598,-66.654,180.0,top,R39,CRCW040210K0FKEDHP,,R0402,10K0,smt
96.598,-142.767,180.0,top,R39,CRCW040210K0FKEDHP,,R0402,10K0,smt
137.325581,-135.236103,-90.0,bottom,R4,CRCW040222R0FKED,,R0402,22R0,smt
137.325581,-108.465722,-90.0,bottom,R4,CRCW040222R0FKED,,R0402,22R0,smt
137.325581,-81.712722,-90.0,bottom,R4,CRCW040222R0FKED,,R0402,22R0,smt
137.325581,-54.959722,-90.0,bottom,R4,CRCW040222R0FKED,,R0402,22R0,smt
95.224,-60.191,90.0,top,R40,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.224,-136.304,90.0,top,R40,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.224,-110.933,90.0,top,R40,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.224,-85.562,90.0,top,R40,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.224,-134.526,-90.0,top,R41,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.224,-58.413,-90.0,top,R41,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.224,-83.784,-90.0,top,R41,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.224,-109.155,-90.0,top,R41,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.363,-141.223,-90.0,top,R42,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.363,-90.481,-90.0,top,R42,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.363,-115.852,-90.0,top,R42,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.363,-65.11,-90.0,top,R42,CRCW040210K0FKEDHP,,R0402,10K0,smt
100.212,-139.437,90.0,top,R43,CRCW040210K0FKEDHP,,R0402,10K0,smt
100.212,-114.066,90.0,top,R43,CRCW040210K0FKEDHP,,R0402,10K0,smt
100.212,-88.695,90.0,top,R43,CRCW040210K0FKEDHP,,R0402,10K0,smt
100.212,-63.324,90.0,top,R43,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.363,-114.074,90.0,top,R44,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.363,-88.703,90.0,top,R44,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.363,-63.332,90.0,top,R44,CRCW040210K0FKEDHP,,R0402,10K0,smt
95.363,-139.445,90.0,top,R44,CRCW040210K0FKEDHP,,R0402,10K0,smt
100.212,-141.223,-90.0,top,R45,CRCW040210K0FKEDHP,,R0402,10K0,smt
100.212,-90.481,-90.0,top,R45,CRCW040210K0FKEDHP,,R0402,10K0,smt
100.212,-115.852,-90.0,top,R45,CRCW040210K0FKEDHP,,R0402,10K0,smt
100.212,-65.11,-90.0,top,R45,CRCW040210K0FKEDHP,,R0402,10K0,smt
158.969162,-70.683333,0.0,top,R46,CRCW040210K0FKEDHP,,R0402,10K0,smt
158.969162,-85.548333,0.0,top,R46,CRCW040210K0FKEDHP,,R0402,10K0,smt
158.969162,-145.007333,0.0,top,R46,CRCW040210K0FKEDHP,,R0402,10K0,smt
158.969162,-130.143333,0.0,top,R46,CRCW040210K0FKEDHP,,R0402,10K0,smt
158.969162,-55.818333,0.0,top,R46,CRCW040210K0FKEDHP,,R0402,10K0,smt
158.969162,-100.413333,0.0,top,R46,CRCW040210K0FKEDHP,,R0402,10K0,smt
158.969162,-115.278333,0.0,top,R46,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-105.610833,180.0,top,R47,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-61.015833,180.0,top,R47,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-120.475833,180.0,top,R47,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-75.880833,180.0,top,R47,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-46.150833,180.0,top,R47,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-90.745833,180.0,top,R47,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-135.339833,180.0,top,R47,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-70.683333,180.0,top,R48,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-85.548333,180.0,top,R48,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-130.143333,180.0,top,R48,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-55.818333,180.0,top,R48,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-100.413333,180.0,top,R48,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-145.007333,180.0,top,R48,CRCW040210K0FKEDHP,,R0402,10K0,smt
162.684162,-115.278333,180.0,top,R48,CRCW040210K0FKEDHP,,R0402,10K0,smt
160.826662,-120.473333,0.0,top,R49,CRCW040210K0FKEDHP,,R0402,10K0,smt
160.826662,-61.013333,0.0,top,R49,CRCW040210K0FKEDHP,,R0402,10K0,smt
160.826662,-46.148333,0.0,top,R49,CRCW040210K0FKEDHP,,R0402,10K0,smt
160.826662,-90.743333,0.0,top,R49,CRCW040210K0FKEDHP,,R0402,10K0,smt
160.826662,-135.337333,0.0,top,R49,CRCW040210K0FKEDHP,,R0402,10K0,smt
160.826662,-75.878333,0.0,top,R49,CRCW040210K0FKEDHP,,R0402,10K0,smt
160.826662,-105.608333,0.0,top,R49,CRCW040210K0FKEDHP,,R0402,10K0,smt
127.698,-62.8606,-90.0,top,R5,RK73Z1ETTP,,R0402,0R00,smt
127.698,-77.4227,-90.0,top,R5,RK73Z1ETTP,,R0402,0R00,smt
127.698,-106.5469,-90.0,top,R5,RK73Z1ETTP,,R0402,0R00,smt
127.698,-121.109,-90.0,top,R5,RK73Z1ETTP,,R0402,0R00,smt
127.698,-48.2985,-90.0,top,R5,RK73Z1ETTP,,R0402,0R00,smt
127.698,-91.9848,-90.0,top,R5,RK73Z1ETTP,,R0402,0R00,smt
127.698,-135.6711,-90.0,top,R5,RK73Z1ETTP,,R0402,0R00,smt
165.619162,-70.683333,0.0,top,R50,CRCW040210K0FKEDHP,,R0402,10K0,smt
165.619162,-115.278333,0.0,top,R50,CRCW040210K0FKEDHP,,R0402,10K0,smt
165.619162,-100.413333,0.0,top,R50,CRCW040210K0FKEDHP,,R0402,10K0,smt
165.619162,-145.007333,0.0,top,R50,CRCW040210K0FKEDHP,,R0402,10K0,smt
165.619162,-85.548333,0.0,top,R50,CRCW040210K0FKEDHP,,R0402,10K0,smt
165.619162,-55.818333,0.0,top,R50,CRCW040210K0FKEDHP,,R0402,10K0,smt
165.619162,-130.143333,0.0,top,R50,CRCW040210K0FKEDHP,,R0402,10K0,smt
169.334162,-100.413333,180.0,top,R51,CRCW040210K0FKEDHP,,R0402,10K0,smt
169.334162,-145.007333,180.0,top,R51,CRCW040210K0FKEDHP,,R0402,10K0,smt
169.334162,-115.278333,180.0,top,R51,CRCW040210K0FKEDHP,,R0402,10K0,smt
169.334162,-70.683333,180.0,top,R51,CRCW040210K0FKEDHP,,R0402,10K0,smt
169.334162,-55.818333,180.0,top,R51,CRCW040210K0FKEDHP,,R0402,10K0,smt
169.334162,-130.143333,180.0,top,R51,CRCW040210K0FKEDHP,,R0402,10K0,smt
169.334162,-85.548333,180.0,top,R51,CRCW040210K0FKEDHP,,R0402,10K0,smt
167.439162,-75.880833,0.0,top,R52,CRCW040210K0FKEDHP,,R0402,10K0,smt
167.439162,-120.475833,0.0,top,R52,CRCW040210K0FKEDHP,,R0402,10K0,smt
167.439162,-105.610833,0.0,top,R52,CRCW040210K0FKEDHP,,R0402,10K0,smt
167.439162,-135.339833,0.0,top,R52,CRCW040210K0FKEDHP,,R0402,10K0,smt
167.439162,-46.150833,0.0,top,R52,CRCW040210K0FKEDHP,,R0402,10K0,smt
167.439162,-90.745833,0.0,top,R52,CRCW040210K0FKEDHP,,R0402,10K0,smt
167.439162,-61.015833,0.0,top,R52,CRCW040210K0FKEDHP,,R0402,10K0,smt
106.937,-63.701,-90.0,top,R53,CRCW0402100KFKEDC,,R0402,100K,smt
106.937,-114.443,-90.0,top,R53,CRCW0402100KFKEDC,,R0402,100K,smt
106.937,-139.814,-90.0,top,R53,CRCW0402100KFKEDC,,R0402,100K,smt
106.937,-89.072,-90.0,top,R53,CRCW0402100KFKEDC,,R0402,100K,smt
106.012,-114.443,-90.0,top,R54,CRCW0402100KFKEDC,,R0402,100K,smt
106.012,-63.701,-90.0,top,R54,CRCW0402100KFKEDC,,R0402,100K,smt
106.012,-139.814,-90.0,top,R54,CRCW0402100KFKEDC,,R0402,100K,smt
106.012,-89.072,-90.0,top,R54,CRCW0402100KFKEDC,,R0402,100K,smt
127.698,-142.8711,90.0,top,R55,RK73Z1ETTP,,R0402,0R00,smt
127.698,-55.4985,90.0,top,R55,RK73Z1ETTP,,R0402,0R00,smt
127.698,-113.7469,90.0,top,R55,RK73Z1ETTP,,R0402,0R00,smt
127.698,-70.0606,90.0,top,R55,RK73Z1ETTP,,R0402,0R00,smt
127.698,-99.1848,90.0,top,R55,RK73Z1ETTP,,R0402,0R00,smt
127.698,-84.6227,90.0,top,R55,RK73Z1ETTP,,R0402,0R00,smt
127.698,-128.309,90.0,top,R55,RK73Z1ETTP,,R0402,0R00,smt
126.873,-70.0606,90.0,top,R56,RK73Z1ETTP,,R0402,0R00,smt
126.873,-99.1848,90.0,top,R56,RK73Z1ETTP,,R0402,0R00,smt
126.873,-128.309,90.0,top,R56,RK73Z1ETTP,,R0402,0R00,smt
126.873,-113.7469,90.0,top,R56,RK73Z1ETTP,,R0402,0R00,smt
126.873,-142.8711,90.0,top,R56,RK73Z1ETTP,,R0402,0R00,smt
126.873,-84.6227,90.0,top,R56,RK73Z1ETTP,,R0402,0R00,smt
126.873,-55.4985,90.0,top,R56,RK73Z1ETTP,,R0402,0R00,smt
126.048,-84.6227,90.0,top,R57,RK73Z1ETTP,,R0402,0R00,smt
126.048,-55.4985,90.0,top,R57,RK73Z1ETTP,,R0402,0R00,smt
126.048,-70.0606,90.0,top,R57,RK73Z1ETTP,,R0402,0R00,smt
126.048,-113.7469,90.0,top,R57,RK73Z1ETTP,,R0402,0R00,smt
126.048,-99.1848,90.0,top,R57,RK73Z1ETTP,,R0402,0R00,smt
126.048,-128.309,90.0,top,R57,RK73Z1ETTP,,R0402,0R00,smt
126.048,-142.8711,90.0,top,R57,RK73Z1ETTP,,R0402,0R00,smt
147.624503,-140.621381,0.0,top,R58,CRCW0402100KFKEDC,,R0402,100K,smt
147.624503,-113.851,0.0,top,R58,CRCW0402100KFKEDC,,R0402,100K,smt
147.624503,-87.098,0.0,top,R58,CRCW0402100KFKEDC,,R0402,100K,smt
147.624503,-60.345,0.0,top,R58,CRCW0402100KFKEDC,,R0402,100K,smt
147.612503,-135.336103,0.0,top,R59,CRCW040220K0FKED,,R0402,20K0,smt
147.612503,-108.565722,0.0,top,R59,CRCW040220K0FKED,,R0402,20K0,smt
147.612503,-81.812722,0.0,top,R59,CRCW040220K0FKED,,R0402,20K0,smt
147.612503,-55.059722,0.0,top,R59,CRCW040220K0FKED,,R0402,20K0,smt
126.873,-48.2985,-90.0,top,R6,RK73Z1ETTP,,R0402,0R00,smt
126.873,-106.5469,-90.0,top,R6,RK73Z1ETTP,,R0402,0R00,smt
126.873,-91.9848,-90.0,top,R6,RK73Z1ETTP,,R0402,0R00,smt
126.873,-62.8606,-90.0,top,R6,RK73Z1ETTP,,R0402,0R00,smt
126.873,-121.109,-90.0,top,R6,RK73Z1ETTP,,R0402,0R00,smt
126.873,-135.6711,-90.0,top,R6,RK73Z1ETTP,,R0402,0R00,smt
126.873,-77.4227,-90.0,top,R6,RK73Z1ETTP,,R0402,0R00,smt
148.104503,-139.122781,-90.0,top,R60,CRCW0402100KFKEDC,,R0402,100K,smt
148.104503,-112.3524,-90.0,top,R60,CRCW0402100KFKEDC,,R0402,100K,smt
148.104503,-85.5994,-90.0,top,R60,CRCW0402100KFKEDC,,R0402,100K,smt
148.104503,-58.8464,-90.0,top,R60,CRCW0402100KFKEDC,,R0402,100K,smt
142.980581,-132.741103,0.0,bottom,R61,KDV04FR150ET ,,R0402,0R15,smt
142.980581,-105.970722,0.0,bottom,R61,KDV04FR150ET ,,R0402,0R15,smt
142.980581,-79.217722,0.0,bottom,R61,KDV04FR150ET ,,R0402,0R15,smt
142.980581,-52.464722,0.0,bottom,R61,KDV04FR150ET ,,R0402,0R15,smt
142.980581,-133.671103,0.0,bottom,R62,KDV04FR150ET ,,R0402,0R15,smt
142.980581,-106.900722,0.0,bottom,R62,KDV04FR150ET ,,R0402,0R15,smt
142.980581,-80.147722,0.0,bottom,R62,KDV04FR150ET ,,R0402,0R15,smt
142.980581,-53.394722,0.0,bottom,R62,KDV04FR150ET ,,R0402,0R15,smt
138.850581,-135.336103,0.0,top,R63,RK73Z1ETTP,,R0402,0R00,smt
138.850581,-108.565722,0.0,top,R63,RK73Z1ETTP,,R0402,0R00,smt
138.850581,-81.812722,0.0,top,R63,RK73Z1ETTP,,R0402,0R00,smt
138.850581,-55.059722,0.0,top,R63,RK73Z1ETTP,,R0402,0R00,smt
141.020581,-134.267703,180.0,top,R64,RK73Z1ETTP,,R0402,0R00,smt
141.020581,-107.497322,180.0,top,R64,RK73Z1ETTP,,R0402,0R00,smt
141.020581,-80.744322,180.0,top,R64,RK73Z1ETTP,,R0402,0R00,smt
141.020581,-53.991322,180.0,top,R64,RK73Z1ETTP,,R0402,0R00,smt
126.048,-106.5469,-90.0,top,R7,RK73Z1ETTP,,R0402,0R00,smt
126.048,-62.8606,-90.0,top,R7,RK73Z1ETTP,,R0402,0R00,smt
126.048,-48.2985,-90.0,top,R7,RK73Z1ETTP,,R0402,0R00,smt
126.048,-91.9848,-90.0,top,R7,RK73Z1ETTP,,R0402,0R00,smt
126.048,-121.109,-90.0,top,R7,RK73Z1ETTP,,R0402,0R00,smt
126.048,-77.4227,-90.0,top,R7,RK73Z1ETTP,,R0402,0R00,smt
126.048,-135.6711,-90.0,top,R7,RK73Z1ETTP,,R0402,0R00,smt
120.673,-106.5469,-90.0,top,R8,CRCW0402100KFKEDC,,R0402,100K,smt
120.673,-91.9848,-90.0,top,R8,CRCW0402100KFKEDC,,R0402,100K,smt
120.673,-62.8606,-90.0,top,R8,CRCW0402100KFKEDC,,R0402,100K,smt
120.673,-135.6711,-90.0,top,R8,CRCW0402100KFKEDC,,R0402,100K,smt
120.673,-77.4227,-90.0,top,R8,CRCW0402100KFKEDC,,R0402,100K,smt
120.673,-121.109,-90.0,top,R8,CRCW0402100KFKEDC,,R0402,100K,smt
120.673,-48.2985,-90.0,top,R8,CRCW0402100KFKEDC,,R0402,100K,smt
119.848,-62.8606,-90.0,top,R9,CRCW0402100KFKEDC,,R0402,100K,smt
119.848,-48.2985,-90.0,top,R9,CRCW0402100KFKEDC,,R0402,100K,smt
119.848,-91.9848,-90.0,top,R9,CRCW0402100KFKEDC,,R0402,100K,smt
119.848,-77.4227,-90.0,top,R9,CRCW0402100KFKEDC,,R0402,100K,smt
119.848,-106.5469,-90.0,top,R9,CRCW0402100KFKEDC,,R0402,100K,smt
119.848,-135.6711,-90.0,top,R9,CRCW0402100KFKEDC,,R0402,100K,smt
119.848,-121.109,-90.0,top,R9,CRCW0402100KFKEDC,,R0402,100K,smt
117.798,-69.0856,0.0,top,U1,MAX17262REWL+T,,WLCSP-9_1.468x1.448mm_P0.4mm,MAX17262REWL+T,smt
117.798,-83.6477,0.0,top,U1,MAX17262REWL+T,,WLCSP-9_1.468x1.448mm_P0.4mm,MAX17262REWL+T,smt
117.798,-54.5235,0.0,top,U1,MAX17262REWL+T,,WLCSP-9_1.468x1.448mm_P0.4mm,MAX17262REWL+T,smt
117.798,-112.7719,0.0,top,U1,MAX17262REWL+T,,WLCSP-9_1.468x1.448mm_P0.4mm,MAX17262REWL+T,smt
117.798,-141.8961,0.0,top,U1,MAX17262REWL+T,,WLCSP-9_1.468x1.448mm_P0.4mm,MAX17262REWL+T,smt
117.798,-98.2098,0.0,top,U1,MAX17262REWL+T,,WLCSP-9_1.468x1.448mm_P0.4mm,MAX17262REWL+T,smt
117.798,-127.334,0.0,top,U1,MAX17262REWL+T,,WLCSP-9_1.468x1.448mm_P0.4mm,MAX17262REWL+T,smt
97.803,-140.33,180.0,top,U17,W25Q128JWYIQ,,WLCSP-21,W25Q128JWYIQ,smt
97.803,-114.959,180.0,top,U17,W25Q128JWYIQ,,WLCSP-21,W25Q128JWYIQ,smt
97.803,-64.217,180.0,top,U17,W25Q128JWYIQ,,WLCSP-21,W25Q128JWYIQ,smt
97.803,-89.588,180.0,top,U17,W25Q128JWYIQ,,WLCSP-21,W25Q128JWYIQ,smt
161.329162,-65.850833,90.0,top,U18, MX25U12832FZNI02-TR ,,8-WSON_DUAL_(6x5mm)_8x6mn,MX25U12832FZNI02-TR,smt
161.329162,-95.580833,90.0,top,U18, MX25U12832FZNI02-TR ,,8-WSON_DUAL_(6x5mm)_8x6mn,MX25U12832FZNI02-TR,smt
161.329162,-50.985833,90.0,top,U18, MX25U12832FZNI02-TR ,,8-WSON_DUAL_(6x5mm)_8x6mn,MX25U12832FZNI02-TR,smt
161.329162,-125.310833,90.0,top,U18, MX25U12832FZNI02-TR ,,8-WSON_DUAL_(6x5mm)_8x6mn,MX25U12832FZNI02-TR,smt
161.329162,-140.174833,90.0,top,U18, MX25U12832FZNI02-TR ,,8-WSON_DUAL_(6x5mm)_8x6mn,MX25U12832FZNI02-TR,smt
161.329162,-80.715833,90.0,top,U18, MX25U12832FZNI02-TR ,,8-WSON_DUAL_(6x5mm)_8x6mn,MX25U12832FZNI02-TR,smt
161.329162,-110.445833,90.0,top,U18, MX25U12832FZNI02-TR ,,8-WSON_DUAL_(6x5mm)_8x6mn,MX25U12832FZNI02-TR,smt
